Dataset_ID,Table,Info_type,Info,Variable ,Type,Questions?,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,site,column,soc_pcount,soil_organic_carbon_pcount,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,site,column,soc_depth,soil_organic_carbon_depth,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,site,entry,cm,soil_organic_carbon_depth,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,site,column,soc_sigma,soil_organic_carbon,sigma,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,site,column,soc_method,soil_organic_carbon,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,cluster,column,cluster_name,cluster_name,id,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,cluster,column,cluster_note,cluster_note,note,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,profile,column,site_name,site,id,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,profile,column,cluster_name,cluster_name,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,profile,column,profile_name,profile_name,id,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,profile,column,profile_note,profile_note,note,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,profile,column,layer_method,layer_method,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,profile,column,profile_method,profile_method,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,profile,column,observation_date,observation_date,value_date,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,profile,column,observation_date_acc,observation_date_accuracy,value_string,?,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,profile,column,transect_flag,transect_flag,value_factor,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,profile,entry,yes/blank,transect_flag,unit/control vocab,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,profile,column,surface_veg,surface_vegetation,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,profile,column,soil_taxon,soil_taxonomy,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,profile,column,soil_series,soil_series,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,profile,column,add_taxon_flag,add_taxon_flag,value_factor,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,profile,entry,yes/blank,add_taxon_flag,unit/control vocab,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,profile,column,thaw_depth_profile,thaw_depth_profile,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,profile,entry,cm,thaw_depth_profile,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,profile,column,sampler_names,sampler_names,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,profile,column,soc,soil_organic_carbon,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,profile,entry,g cm-2,soil_organic_carbon,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,profile,column,soc_type,soil_organic_carbon_type,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,profile,column,soc_depth,soil_organic_carbon_depth,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,profile,entry,cm,soil_organic_carbon_depth,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,profile,column,soc_method,soil_organic_carbon,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,profile,column,soc_sigma,soil_organic_carbon,sigma,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,profile,column,soc_lcount,soil_organic_carbon_lcount,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,site_name,site,id,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,cluster_name,cluster_name,id,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,profile_name,profile_name,id,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,layer_name,layer_name,id,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,layer_number,layer_number,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,labeled_addition,labeled_addition,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,layer_top,depth_min,value_max,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,entry,cm,depth_min,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,layer_bot,depth_max,value_min,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,entry,cm,depth_max,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,hzn_desgn,horizon_designation,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,hzn_desgn_other,horizon_designation_other,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,hzn_desgn_other_note,horizon_designation_other_note,note,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,layer_note,layer_note,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,c_method,soil_organic_carbon,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,c_method,total_carbon,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,color,color,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,burn_ev,burn_evidence,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,bd_method,bulk_density_sample,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,bd_method,bulk_density_total,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,bd_method,bulk_density_whole,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,bd_method,bulk_density_other,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,bd_samp,bulk_density_sample,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,bd_tot,bulk_density_total,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,bd_whole,bulk_density_whole,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,bd_other,bulk_density_other,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,entry,g cm-3,bulk_density_sample,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,entry,g cm-3,bulk_density_total,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,entry,g cm-3,bulk_density_whole,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,entry,g cm-3,bulk_density_other,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,ph_method,ph_cacl,method,??should these all be Ph or should we seprate these like BD,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,ph_method,ph_h2o,method,??should these all be Ph or should we seprate these like BD,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,ph_method,ph_other,method,??should these all be Ph or should we seprate these like BD,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,ph_cacl,ph_cacl,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,ph_h2o,ph_h2o,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,ph_other,ph_other,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,caco3,caco3,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,entry,precent,caco3,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,sand_tot_psa,sand,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,silt_tot_psa,silt,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,clay_tot_psa,clay,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,wpg2_method,wpg2,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,wpg2,wpg2,value,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,entry,percent,sand,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,entry,percent,silt,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,entry,percent,clay,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,entry,mass percent,wpg2,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,cat_exch,cation_exchange_capacity,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,entry,cmol H+ kg-1,cation_exchange_capacity,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,gwc,gwc,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,entry,mass percent,gwc,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,entry,volume percent,vwc,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,vwc,vwc,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,soc,soil_organic_carbon,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,entry,g cm-2,soil_organic_carbon,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,soc_type,soil_organic_carbon,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,soc_sigma,soil_organic_carbon,sigma,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,soc_method,soil_organic_carbon,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,c_tot,total_carbon,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,c_method,total_carbon,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,entry,mass percent,total_carbon,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,oc,carbon_organic,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,c_method,carbon_organic,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,entry,mass percent,carbon_organic,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,n_tot,nitrogen_tot,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,entry,mass percent,nitrogen_tot,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,c_to_n,c_to_n,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,entry,mass mass-1,c_to_n,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,loi,loi,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,entry,mass percent,loi,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,root_quant_size,root_quant_size,value_string,???type,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,root_weight,root_weight,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,entry,g,root_weight,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,15n,15n,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,entry,permille,15n,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,13c,13c,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,entry,permille,13c,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,rc_lab,14c,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,rc_lab_number,14c,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,rc_year,14c,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,rc_lab,15n,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,rc_lab_number,15n,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,rc_year,15n,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,rc_lab,13c,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,rc_lab_number,13c,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,rc_year,13c,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,14c,14c,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,entry,permille,14c,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,14c_sigma,14c,sigma,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,entry,years,14c_age,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,14c_age,14c_age,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,14c_age_sigma,14c_age,sigma,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,fraction_modern,fraction_modern,value_string,type??,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,fraction_modern_sigma,fraction_modern,sigma,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,layer,column,textureClass,soil_texture_class,value_factor,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,site_name,site,id,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,cluster_name,cluster_name,id,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,profile_name,profile_name,id,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,layer_name,layer_name,id,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,fraction_name,fraction_name,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,fraction_number,fraction_number,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,labeled_addition,labeled_addition,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,fraction_scheme,fraction_scheme,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,fraction_property,fraction_property,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,fraction_scheme_units,fraction_scheme_units,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,fraction_type,fraction_type,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,fraction_agent,fraction_agent,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,fraction_note,fraction_note,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,fraction_c_perc,fraction_c_perc,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,entry,percent,fraction_c_perc,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,fraction_mass_perc,fraction_mass_perc,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,entry,percent,fraction_mass_perc,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,oc,carbon_organic,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,c_method,carbon_organic,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,entry,mass percent,carbon_organic,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,c_tot,total_carbon,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,c_method,total_carbon,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,entry,mass percent,total_carbon,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,n_tot,nitrogen_tot,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,entry,mass percent,nitrogen_tot,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,c_to_n,c_to_n,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,entry,mass mass-1,c_to_n,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,loi,loi,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,entry,mass percent,loi,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,15n,15n,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,entry,permille,15n,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,13c,13c,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,entry,permille,13c,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,rc_lab,14c,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,rc_lab_number,14c,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,rc_year,14c,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,rc_lab,15n,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,rc_lab_number,15n,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,rc_year,15n,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,rc_lab,13c,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,rc_lab_number,13c,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,rc_year,13c,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,14c,14c,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,entry,permille,14c,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,14c_sigma,14c,sigma,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,entry,years,14c_age,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,14c_age,14c_age,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,14c_age_sigma,14c_age,sigma,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,fraction_modern,fraction_modern,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,fraction,column,fraction_modern_sigma,fraction_modern,sigma,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,column,site_name,site,id,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,column,cluster_name,cluster_name,id,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,column,profile_name,profile_name,id,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,column,layer_name,layer_name,id,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,column,gas_name,gas_name,id,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,column,rc_lab,rc_lab,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,column,rc_lab_number,rc_lab_number,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,column,rc_year,rc_year,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,column,labeled_addition,labeled_addition,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,column,gas_number,gas_number,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,column,gas_type,gas_type,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,column,gas_note,gas_note,note,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,column,gas_time_series,gas_time_series,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,column,c_method,,,??,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,column,collection_method,collection_method,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,column,collection_loc,collection_loc,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,column,15n,15n,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,entry,permille,15n,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,column,c_conc_CO2,CO2_concentration,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,entry,ppm,CO2_concentration,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,column,13c_CO2,13c_CO2,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,entry,permille,13c_CO3,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,column,14c_CO2,14c_CO2,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,entry,permille,14c_CO2,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,column,14c_CO2_sigma,14c_CO2,sigma,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,column,14c_age_CO2,14c_age_CO2,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,entry,?,14c_age_CO2,unit,?,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,column,14c_age_CO2_sigma,14c_age_CO2,sigma,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,column,fraction_modern_CO2,fraction_modern_CO2,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,entry,?,fraction_modern_CO3,unit,?,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,column,fraction_modern_CO2_sigma,fraction_modern_CO2,sigma,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,column,c_conc_CH4,CH4_concentration,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,entry,ppm,CH4_concentration,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,column,13c_CH4,13c_CH4,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,entry,permille,13c_CH4,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,column,14c_CH4,14c_CH4,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,entry,permille,14c_CH4,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,column,14c_CH4_sigma,14c_CH4,sigma,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,column,14c_age_CH4,14c_age_CH4,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,entry,?,14c_age_CH4,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,column,14c_age_CH4_sigma,14c_age_CH4,sigma,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,column,?,fraction_modern_CH4,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,column,fraction_modern_CH4,fraction_modern_CH4,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,gas,column,fraction_modern_CH4_sigma,fraction_modern_CH4,sigma,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,site_name,site,id,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,cluster_name,cluster_name,id,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,profile_name,profile_name,id,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,layer_name,layer_name,id,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,other_name,other_name,id,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,labeled_addition,labeled_addition,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,other_number,other_number,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,other_type,other_type,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,other_note,other_note,note,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,collection_method,collection_method,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,c_method,?,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,processing_method,processing_method,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,oc,carbon_organic,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,c_method,carbon_organic,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,entry,percent,carbon_organic,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,c_tot,total_carbon,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,c_method,total_carbon,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,entry,percent,total_carbon,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,n_tot,nitrogen_tot,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,entry,percent,nitrogen_tot,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,c_to_n,c_to_n,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,entry,mass percent,c_to_n,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,plant_species,vegetation_species,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,root_live_flag,root_live_flag,value_factor,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,root_quant_size,root_quant_size,value_string,???type,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,compound_formula,compound_formula,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,compound,compound,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,15n,15n,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,entry,permille,15n,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,13c,13c,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,entry,permille,13c,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,rc_lab,14c,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,rc_lab_number,14c,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,rc_year,14c,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,rc_lab,15n,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,rc_lab_number,15n,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,rc_year,15n,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,rc_lab,13c,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,rc_lab_number,13c,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,rc_year,13c,method,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,14c,14c,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,entry,permille,14c,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,14c_sigma,14c,sigma,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,entry,BP,14c_age,unit,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,14c_age,14c_age,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,14c_age_sigma,14c_age,sigma,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,fraction_modern,fraction_modern,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,other,column,fraction_modern_sigma,fraction_modern,sigma,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,disturbance,column,site_name,site,id,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,disturbance,column,dist_clearcut_date,dist_clearcut_date,value_date,value_string?  ,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,disturbance,column,dist_clearcut_removal_type,dist_clearcut_removal_type,value_string,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,disturbance,column,dist_clearcut_removal_perc,dist_clearcut_removal_perc,value_num,,,,,,,,,,,,,,,,,,,,,
ISCNTemplate,disturbance,entry,percent,dist_clearcut_removal_perc,unit,,,,,,,,,,,,,,,,,,,,,
